Name,POS,DK Pts,DK Price,FD Points,FD Price,DK Price %,FD Price %,Diff DK/FD
Nate Washington,WR,14.400,3600,10.7,5300,0.072,0.08833333333333333,-0.01633333333333334
Marvin Jones,WR,8.500,3600,7.5,5000,0.072,0.08333333333333333,-0.011333333333333334
Alfred Blue,RB,3.950,3600,3.5,5300,0.072,0.08833333333333333,-0.01633333333333334
Heath Miller,TE,13.950,3500,11.5,5800,0.07,0.09666666666666666,-0.026666666666666658
Darrius Heyward-Bey,WR,13.750,3500,11.8,5300,0.07,0.08833333333333333,-0.018333333333333326
Jermaine Kearse,WR,7.800,3500,5.8,5400,0.07,0.09,-0.01999999999999999
Zach Ertz,TE,6.150,3500,4.7,5200,0.07,0.08666666666666667,-0.016666666666666663
Cecil Shorts,WR,9.550,3500,7.1,5200,0.07,0.08666666666666667,-0.016666666666666663
Delanie Walker,TE,13.300,3400,11.8,5200,0.068,0.08666666666666667,-0.018666666666666665
Dwayne Bowe,WR,0.000,3400,0,5200,0.068,0.08666666666666667,-0.018666666666666665
Brian Quick,WR,0,3400,9.7,5100,0.068,0.085,-0.017
Kamar Aiken,WR,6.900,3400,4.9,5600,0.068,0.09333333333333334,-0.025333333333333333
Chris Polk,RB,5.400,3400,4.7,5300,0.068,0.08833333333333333,-0.020333333333333328
Charles Sims,RB,6.850,3400,5.6,5600,0.068,0.09333333333333334,-0.025333333333333333
Justin Hunter,WR,3.750,3400,3,4500,0.068,0.075,-0.006999999999999992
Kenny Stills,WR,2.500,3400,1.8,5200,0.068,0.08666666666666667,-0.018666666666666665
Terrance West,RB,1.550,3400,0.6,5300,0.068,0.08833333333333333,-0.020333333333333328
Marqise Lee,WR,5.900,3400,4.9,4700,0.068,0.07833333333333334,-0.010333333333333333
Tyler Lockett,WR,8.550,3400,7.1,5000,0.068,0.08333333333333333,-0.015333333333333324
Duke Johnson,RB,3.250,3400,3.3,5600,0.068,0.09333333333333334,-0.025333333333333333
Greg Jennings,WR,2.950,3300,2.2,4600,0.066,0.07666666666666666,-0.010666666666666658
Ted Ginn Jr.,WR,10.750,3300,9.3,5200,0.066,0.08666666666666667,-0.020666666666666667
Danny Amendola,WR,4.300,3300,3.6,4600,0.066,0.07666666666666666,-0.010666666666666658
Andrew Hawkins,WR,6.350,3300,4.9,4500,0.066,0.075,-0.008999999999999994
Ryan Mathews,RB,5.900,3300,5.2,5500,0.066,0.09166666666666666,-0.025666666666666657
Cole Beasley,WR,6.650,3300,4.2,5400,0.066,0.09,-0.023999999999999994
Dwayne Allen,TE,10.700,3300,9.2,5200,0.066,0.08666666666666667,-0.020666666666666667
Ladarius Green,TE,14.050,3300,11.6,5600,0.066,0.09333333333333334,-0.027333333333333334
Kyle Rudolph,TE,12.150,3300,9.7,5300,0.066,0.08833333333333333,-0.02233333333333333
Mohamed Sanu,WR,3.950,3300,3.2,4800,0.066,0.08,-0.013999999999999999
Crockett Gillmore,TE,15.050,3300,13.3,5400,0.066,0.09,-0.023999999999999994
Robert Woods,WR,9.850,3300,8.6,5300,0.066,0.08833333333333333,-0.02233333333333333
James White,RB,0.000,3300,0,5000,0.066,0.08333333333333333,-0.017333333333333326
Phillip Dorsett,WR,5.500,3300,3.5,5200,0.066,0.08666666666666667,-0.020666666666666667
Eric Ebron,TE,15.300,3300,13.1,5100,0.066,0.085,-0.019000000000000003
Dorial Green-Beckham,WR,4.150,3300,3.9,5000,0.066,0.08333333333333333,-0.017333333333333326
Vernon Davis,TE,9.450,3200,7.5,5400,0.064,0.09,-0.025999999999999995
Devin Hester,WR,0,3200,5.9,4600,0.064,0.07666666666666666,-0.01266666666666666
Louis Murphy,WR,5.600,3200,4.9,5100,0.064,0.085,-0.021000000000000005
Marcel Reece,RB,10.100,3200,9.1,4800,0.064,0.08,-0.016
Lance Dunbar,RB,11.650,3200,8.9,4900,0.064,0.08166666666666667,-0.017666666666666664
Marquess Wilson,WR,4.950,3200,4.2,4500,0.064,0.075,-0.010999999999999996
Chris Conley,WR,0.000,3200,0,4500,0.064,0.075,-0.010999999999999996
DeVante Parker,WR,0.650,3200,0.4,4900,0.064,0.08166666666666667,-0.017666666666666664
Karlos Williams,RB,11.600,3200,11.1,5300,0.064,0.08833333333333333,-0.024333333333333332
Mike Davis,RB,3.800,3200,2.8,4500,0.064,0.075,-0.010999999999999996
Jerricho Cotchery,WR,8.300,3100,7.1,4700,0.062,0.07833333333333334,-0.01633333333333334
Charles Clay,TE,9.600,3100,7.9,4900,0.062,0.08166666666666667,-0.019666666666666666
Jonathan Grimes,RB,7.350,3100,5.6,4500,0.062,0.075,-0.012999999999999998
Theo Riddick,RB,10.150,3100,7.9,4700,0.062,0.07833333333333334,-0.01633333333333334
Javorius Allen,RB,3.050,3100,2.6,5300,0.062,0.08833333333333333,-0.026333333333333334
Devin Funchess,WR,2.200,3100,1.7,4700,0.062,0.07833333333333334,-0.01633333333333334
Lance Moore,WR,3.300,3000,1.8,4500,0.06,0.075,-0.015
Jason Avant,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Miles Austin,WR,2.100,3000,1.6,4800,0.06,0.08,-0.020000000000000004
Andre Caldwell,WR,1.350,3000,0.9,4500,0.06,0.075,-0.015
Harry Douglas,WR,5.850,3000,5.1,4800,0.06,0.08,-0.020000000000000004
Eric Weems,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Matthew Slater,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Benjamin Watson,TE,4.050,3000,2.8,4500,0.06,0.075,-0.015
Cedric Peerman,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Mike Tolbert,RB,4.150,3000,3.4,4800,0.06,0.08,-0.020000000000000004
John Kuhn,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Seyi Ajirotutu,WR,0.000,3000,0,4500,0.06,0.075,-0.015
James Starks,RB,6.900,3000,5.4,6500,0.06,0.10833333333333334,-0.04833333333333334
Brandon Tate,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Brian Hartline,WR,2.000,3000,1.5,4500,0.06,0.075,-0.015
Donald Brown,RB,0,3000,4.5,4500,0.06,0.075,-0.015
Jorvorskie Lane,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Jordan Norwood,WR,4.450,3000,3.2,4500,0.06,0.075,-0.015
Shaun Draughn,RB,0.200,3000,0.2,4500,0.06,0.075,-0.015
Bruce Miller,RB,0.850,3000,0.6,4500,0.06,0.075,-0.015
Marc Mariani,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Jacoby Jones,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Riley Cooper,WR,2.750,3000,2,4700,0.06,0.07833333333333334,-0.01833333333333334
Fred Jackson,RB,6.250,3000,5,6000,0.06,0.1,-0.04000000000000001
Toby Gerhart,RB,0,3000,5.1,4800,0.06,0.08,-0.020000000000000004
Chase Reynolds,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Joseph Morgan,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Dexter McCluster,RB,8.600,3000,7.6,5400,0.06,0.09,-0.03
Matt Asiata,RB,3.000,3000,2.5,4900,0.06,0.08166666666666667,-0.021666666666666667
Dontrelle Inman,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Coby Fleener,TE,3.500,3000,3,4900,0.06,0.08166666666666667,-0.021666666666666667
Greg Little,WR,0,3000,1.9,4500,0.06,0.075,-0.015
Jeremy Kerley,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Travaris Cadet,RB,1.200,3000,0.7,4500,0.06,0.075,-0.015
Robert Turbin,RB,0,3000,4.2,4700,0.06,0.07833333333333334,-0.01833333333333334
Bilal Powell,RB,9.800,3000,8.8,5200,0.06,0.08666666666666667,-0.026666666666666672
Bobby Rainey,RB,2.100,3000,1.6,4800,0.06,0.08,-0.020000000000000004
Patrick DiMarco,RB,1.450,3000,1.2,4500,0.06,0.075,-0.015
Isaiah Pead,RB,-0.350,3000,-0.8,4900,0.06,0.08166666666666667,-0.021666666666666667
Jacquizz Rodgers,RB,1.200,3000,1.2,4500,0.06,0.075,-0.015
Jarryd Hayne,RB,1.150,3000,0.4,4500,0.06,0.075,-0.015
Kenjon Barner,RB,0,3000,0,4500,0.06,0.075,-0.015
Brice Butler,WR,0.000,3000,0,4700,0.06,0.07833333333333334,-0.01833333333333334
Chris Owusu,WR,9.500,3000,7.5,4700,0.06,0.07833333333333334,-0.01833333333333334
Griff Whalen,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Derrick Coleman,RB,0.600,3000,0.4,4500,0.06,0.075,-0.015
Jaron Brown,WR,5.900,3000,5.2,4500,0.06,0.075,-0.015
Chris Givens,WR,0.850,3000,0.6,4500,0.06,0.075,-0.015
Keshawn Martin,WR,0,3000,0.7,4500,0.06,0.075,-0.015
Jordan Todman,RB,0.550,3000,0.6,4700,0.06,0.07833333333333334,-0.01833333333333334
Jarius Wright,WR,4.650,3000,4.2,5100,0.06,0.085,-0.02500000000000001
Brandon Bolden,RB,1.800,3000,1.3,4900,0.06,0.08166666666666667,-0.021666666666666667
Russell Shepard,WR,0.800,3000,0.6,4500,0.06,0.075,-0.015
Knile Davis,RB,5.350,3000,5.1,5400,0.06,0.09,-0.03
Mike James,RB,0,3000,0.3,4500,0.06,0.075,-0.015
Tommy Bohanon,RB,0.200,3000,0.2,4500,0.06,0.075,-0.015
Rex Burkhead,RB,2.600,3000,2.1,4500,0.06,0.075,-0.015
Michael Campanaro,WR,0.900,3000,0.7,4500,0.06,0.075,-0.015
Kyle Juszczyk,RB,3.900,3000,2.7,4500,0.06,0.075,-0.015
Stepfan Taylor,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Zac Stacy,RB,0,3000,4.3,4800,0.06,0.08,-0.020000000000000004
Branden Oliver,RB,1.650,3000,1.4,4700,0.06,0.07833333333333334,-0.01833333333333334
Dri Archer,WR,0.000,3000,0,5100,0.06,0.085,-0.02500000000000001
Marquise Goodwin,WR,0,3000,0.6,4500,0.06,0.075,-0.015
Kevin Norwood,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Ricardo Lockette,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Christine Michael,RB,0,3000,1.9,4500,0.06,0.075,-0.015
Denard Robinson,RB,3.700,3000,3.2,5400,0.06,0.09,-0.03
Devin Street,WR,1.400,3000,1.2,4700,0.06,0.07833333333333334,-0.01833333333333334
Marlon Brown,WR,3.850,3000,2.9,4500,0.06,0.075,-0.015
Chris Matthews,WR,2.050,3000,1.6,4500,0.06,0.075,-0.015
Aaron Dobson,WR,8.800,3000,6.8,5000,0.06,0.08333333333333333,-0.02333333333333333
Bernard Pierce,RB,0.900,3000,0.7,4500,0.06,0.075,-0.015
Stedman Bailey,WR,4.900,3000,3.9,4700,0.06,0.07833333333333334,-0.01833333333333334
Quincy Enunwa,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Rod Streater,WR,1.800,3000,1.3,4500,0.06,0.075,-0.015
Marcus Murphy,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Josh Huff,WR,3.950,3000,3,4500,0.06,0.075,-0.015
Juwan Thompson,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Albert Wilson,WR,2.750,3000,2,4500,0.06,0.075,-0.015
Jeremy Langford,RB,4.100,3000,4.1,4700,0.06,0.07833333333333334,-0.01833333333333334
Justin Hardy,WR,0,3000,0,4700,0.06,0.07833333333333334,-0.01833333333333334
Andre Holmes,WR,4.000,3000,3.3,5200,0.06,0.08666666666666667,-0.026666666666666672
Corey Fuller,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Jerick McKinnon,RB,2.700,3000,2.2,5500,0.06,0.09166666666666666,-0.03166666666666666
